tweet_id,favorite_count,retweet_count
667470559035432960,250,96
667455448082227200,186,59
667453023279554560,302,88
667443425659232256,764,561
667437278097252352,441,230
667435689202614272,301,83
667405339315146752,455,217
667393430834667520,190,53
667369227918143488,358,159
667211855547486208,480,239
667200525029539841,603,256
667192066997374976,376,98
667188689915760640,731,399
667182792070062081,14044,6005
667177989038297088,186,55
667176164155375616,599,450
667174963120574464,238,79
667171260800061440,217,84
667165590075940865,2625,1105
667160273090932737,250,61
667152164079423490,46673,16513
667138269671505920,4505,2141
667119796878725120,322,125
667090893657276420,328,122
667073648344346624,391,117
667070482143944705,82,14
667065535570550784,160,44
667062181243039745,211,51
667044094246576128,180,49
667012601033924608,438,214
666996132027977728,238,90
666983947667116034,2493,950
666837028449972224,795,538
666835007768551424,206,77
666826780179869698,246,92
666817836334096384,499,241
666804364988780544,228,88
666786068205871104,733,471
666781792255496192,373,183
666776908487630848,335,168
666739327293083650,227,64
666701168228331520,419,212
666691418707132416,184,46
666649482315059201,1087,596
666644823164719104,225,77
666454714377183233,502,204
666447344410484738,98,19
666437273139982337,118,43
666435652385423360,159,51
666430724426358785,304,181
666428276349472768,158,79
666421158376562688,307,108
666418789513326592,115,44
666411507551481857,423,314
666407126856765440,101,35
666396247373291520,160,80
666373753744588802,177,86
666362758909284353,744,534
666353288456101888,209,71
666345417576210432,281,129
666337882303524864,186,86
666293911632134144,475,327
666287406224695296,140,63
666273097616637952,164,74
666268910803644416,98,32
666104133288665088,13752,6143
666102155909144576,74,11
666099513787052032,145,63
666094000022159362,157,68
666082916733198337,107,42
666073100786774016,305,149
666071193221509120,137,54
666063827256086533,455,201
666058600524156928,106,55
666057090499244032,276,131
666055525042405380,416,224
666051853826850816,1163,801
666050758794694657,126,55
666049248165822465,101,41
666044226329800704,279,135
666033412701032449,119,43
666029285002620928,123,45
666020888022790149,2478,479
